activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,75000.0,53.02,4.125,0.36,2,2963.0,NA,1031.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,24,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6344,18.4699999999999989,69300,115,1749,2005,32
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301009,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,205000.0,90.0,4.375,1.17,2,6256.75,NA,1031.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,59,50%-60%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,3,,,,,10,,,,3629,15.2899999999999991,69300,113,961,1153,10
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,145000.0,100.0,4.75,0.774,2,315.0,NA,315.0,315.0,125.0,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,71,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,3429,22.3999999999999986,69300,106,965,1329,47
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,1,1,2,2,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,33,NA,9,9,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5972,20.2300000000000004,69300,98,1559,2161,27
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,175000.0,57.244,4.25,0.059,2,2860.0,NA,1031.0,,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,35,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5302,19.9400000000000013,69300,166,1528,1819,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,125000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,37,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,135000.0,96.5,4.5,1.502,2,3874.77,NA,1031.0,,1817.0,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,33,46,3,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,5972,20.2300000000000004,69300,98,1559,2161,27
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301006,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,175000.0,95.0,5.875,2.61,2,3310.0,NA,1408.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,86,49,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,45-54,25-34,No,No,1,1,1,,,,,10,,,,3154,28.4400000000000013,69300,109,902,1109,26
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301009,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,1,2,2,2,135000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,54,40,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,7,,,,3629,15.2899999999999991,69300,113,961,1153,10
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,115000.0,96.924,4.5,1.048,2,3159.5,NA,1318.5,287.5,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,31,44,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,6344,18.4699999999999989,69300,115,1749,2005,32
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,245000.0,95.0,4.5,1.082,2,3170.0,NA,1031.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,89,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,1,71,2,3,1,1,2,2,2,195000.0,100.0,5.0,0.581,2,1656.0,NA,1031.0,,1656.0,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,111,36,1,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5302,19.9400000000000013,69300,166,1528,1819,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,97,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,6,2,2,1,1,2,2,2,135000.0,96.5,5.5,2.152,2,5341.86,NA,1258.0,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,57,41,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,4020,32.2899999999999991,69300,96,663,1355,65
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,155000.0,60.0,4.25,0.145,2,2490.25,NA,1031.0,,375.0,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,86,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301009,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,71,2,2,1,1,2,2,2,145000.0,96.232,4.625,1.282,2,4137.25,NA,1031.0,,1832.0,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,39,50%-60%,1,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,3629,15.2899999999999991,69300,113,961,1153,10
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,71,2,2,1,1,2,2,2,165000.0,96.5,4.75,1.362,2,4625.52,NA,1239.65,208.65,1546.0,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,61,44,1,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,3,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301009,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,71,2,2,1,1,2,2,2,155000.0,96.5,5.25,1.987,2,4330.74,NA,1031.0,,1696.0,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,46,48,2,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,3,,,,,10,,,,3629,15.2899999999999991,69300,113,961,1153,10
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,115000.0,69.325,4.25,0.45,2,2766.0,NA,1031.0,,150.0,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,126,<20%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,2522,9.35999999999999943,69300,108,812,949,34
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,125000.0,96.5,5.125,1.923,2,5852.26,NA,1408.0,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,43,20%-<30%,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,3,,,,,10,,,,6344,18.4699999999999989,69300,115,1749,2005,32
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,3,0,2,1,1,1,2,2,2,155000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,35,50%-60%,2,9,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,1,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300202,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,1,6,2,2,1,1,2,2,2,105000.0,96.499,5.75,2.376,2,4982.5,NA,1380.0,,,360,NA,NA,2,2,2,2,105000,2,1,1,1,1,NA,34,39,1,10,2,,,,,5,,,,,2,4,3,5,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,3,,,,,10,,,,4596,19.4100000000000001,69300,101,1225,1677,32
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,275000.0,96.5,4.75,1.318,2,7735.8,NA,1031.0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,114,50%-60%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,3,,,,,10,,,,5302,19.9400000000000013,69300,166,1528,1819,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,405000.0,69.019,4.875,0.333,2,4080.5,NA,2033.5,1002.5,,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,125,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5785,13.6600000000000001,69300,119,1713,2000,21
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,305000.0,100.0,4.75,0.651,2,12761.1,NA,1031.0,,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,105,44,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301007,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,155000.0,95.0,4.5,0.371,2,3204.56,NA,1604.56,573.56,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,40,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5846,29.0300000000000011,69300,108,1099,1465,13
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,245000.0,96.5,4.625,1.182,2,6527.1,NA,431.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,84,49,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,5785,13.6600000000000001,69300,119,1713,2000,21
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,3,2,1,1,1,2,2,2,185000.0,95.0,4.625,0.482,2,1853.5,NA,1031.0,,1746.0,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,66,46,2,9,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,4,1,1,2,2,2,215000.0,99.127,4.5,0.524,2,4949.81,NA,1031.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,63,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,4,,,,,10,,,,5785,13.6600000000000001,69300,119,1713,2000,21
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,95000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,69,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,10106,24.1499999999999986,69300,149,2981,3280,14
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,155000.0,95.0,4.75,0.885,2,2946.0,NA,1031.0,,800.0,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,35,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,5785,13.6600000000000001,69300,119,1713,2000,21
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,265000.0,80.0,4.5,0.066,2,3129.0,NA,1035.0,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,119,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,1,1,1,,,,,10,,,,5785,13.6600000000000001,69300,119,1713,2000,21
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,1,75000.0,66.406,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,125000,1,3,3,5,1,NA,97,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,7,,,,2475,21.0899999999999999,69300,108,750,933,39
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,6,2,1,1,1,2,2,2,155000.0,97.0,5.75,1.533,2,3165.0,NA,1430.0,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,90,30%-<36%,1,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4815,21.4699999999999989,69300,134,1290,1514,12
2018,549300WTZMQSET2VY242,36420,OK,40017,40017301406,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,195000.0,96.5,5.0,1.487,2,6557.1,NA,1031.0,,1566.12,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,85,46,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,3,,,,,10,,,,5787,19.129999999999999,69300,112,1571,1925,32
2018,549300WTZMQSET2VY242,36420,OK,40017,40017300300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,75000.0,90.0,5.0,1.312,2,2523.25,NA,1031.0,,,360,NA,NA,2,2,2,2,85000,1,2,3,5,1,NA,32,46,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4020,32.2899999999999991,69300,96,663,1355,65
