activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,2,2,425000.0,95.0,,,3,,,,,,360,,,2,2,2,2,405000.0,1,1,3,5,1,,152,>60%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,1,,,,5756,11.17,69300,133,1842,2082,24
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202205,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,275000.0,96.5,,,3,,,,,,360,,,2,2,2,2,275000.0,1,1,3,5,1,,53,46,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,3,,,,,7,,,,6924,32.96,69300,135,2135,2498,12
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201612,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,135000.0,96.5,,,3,,,,,,360,,,2,2,2,2,135000.0,1,1,3,5,1,,40,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,3,,,,,5,,,,4986,35.58,69300,107,1537,1868,27
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201510,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,105000.0,33.898,,,3,,,,,,360,,,2,2,2,2,295000.0,1,1,3,5,1,,45,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,3,,,,7588,25.87,69300,161,2098,2528,17
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,195000.0,96.5,,,3,,,,,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,91,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,3,,,,,9,,,,4171,20.57,69300,89,1038,1385,32
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,145000.0,94.898,,,3,,,,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,73,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,4,,,,5391,34.76,69300,77,727,1024,22
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,175000.0,93.085,,,3,,,,,,360,,,2,2,2,2,185000.0,1,1,3,5,1,,48,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,3,,,,,7,,,,5964,16.87,69300,97,1894,2448,28
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,135000.0,96.5,,,3,,,,,,360,,,2,2,2,2,115000.0,1,1,3,5,1,,32,47,2,10,1,11.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,1,,,,4625,41.45,69300,107,1201,1519,33
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,105000.0,96.5,,,3,,,,,,360,,,2,2,2,2,105000.0,1,1,3,5,1,,34,39,3,10,1,11.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,5,,,,2960,21.01,69300,93,887,1139,43
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,3,0,2,1,1,1,2,2,2,85000.0,63.742,,,3,,,,,,180,,,2,2,2,2,135000.0,1,1,3,5,1,,49,20%-<30%,3,10,2,,,,,5,,,,,2,4,1,5.0,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,4,,,,5378,25.55,69300,125,1417,1987,35
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,1,75000.0,80.0,,,3,,,,,,360,,,2,2,2,2,95000.0,1,3,3,5,1,,76,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,7,,,,5821,33.4,69300,77,1396,2157,38
2018,549300WTZMQSET2VY242,36420,OK,40027,40027200300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,75000.0,95.0,,,3,,,,,,360,,,2,2,2,2,75000.0,1,1,3,5,1,,39,46,9,3,1,11.0,,,,1,11.0,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,1,,,,,4,,,,3890,31.77,69300,54,671,1608,47
2018,549300WTZMQSET2VY242,36420,OK,40027,40027202500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,85000.0,59.864,,,3,,,,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,31,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,3,,,,,1,5.0,,,6702,18.32,69300,80,1605,2399,32
2018,549300WTZMQSET2VY242,36420,OK,40027,40027201802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,235000.0,95.0,,,3,,,,,,360,,,2,2,2,2,255000.0,1,1,3,5,1,,121,46,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,7,,,,3528,23.21,69300,123,903,1030,20
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,65000.0,96.5,,,3,,,,,,360,,,2,2,2,2,65000.0,1,1,3,5,1,,30,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,3,,,,,7,,,,4083,39.14,61200,109,953,1546,34
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002004,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,65000.0,100.0,,,3,,,,,,360,,,2,2,2,2,65000.0,1,1,3,5,1,,44,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,4,,,,4083,39.14,61200,109,953,1546,34
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,3,1,1,2,2,2,365000.0,100.0,,,3,,,,,,360,,,2,2,2,2,365000.0,1,1,3,5,1,,104,30%-<36%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,7,,,,5805,26.2,61200,147,1664,2198,22
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002302,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,165000.0,100.0,,,3,,,,,,360,,,2,2,2,2,165000.0,1,1,3,5,1,,69,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,7,,,,5075,29.64,61200,116,1310,1908,36
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,115000.0,90.0,,,3,,,,,,360,,,2,2,2,2,125000.0,1,1,3,5,1,,64,36,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,1,,,,,4,,,,8756,53.4,61200,101,1656,2737,20
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,75000.0,96.5,,,3,,,,,,360,,,2,2,2,2,75000.0,1,1,3,5,1,,51,30%-<36%,9,1,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,1,1,1,35-44,35-44,No,No,1,1,3,,,,,3,,,,4366,49.93,61200,68,589,1715,56
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,265000.0,100.0,,,3,,,,,,360,,,2,2,2,2,265000.0,1,1,3,5,1,,63,30%-<36%,1,10,1,11.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,1,,,,,4,,,,7936,19.09,61200,127,2029,3166,28
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,145000.0,96.5,,,3,,,,,,360,,,2,2,2,2,155000.0,1,1,3,5,1,,73,36,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,3,,,,,4,,,,8756,53.4,61200,101,1656,2737,20
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,55000.0,95.0,,,3,,,,,,360,,,2,2,2,2,65000.0,1,1,3,5,1,,52,20%-<30%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,3,,,,5415,44.3,61200,140,1183,1910,24
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002302,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Joint,Joint,3,0,2,2,1,1,2,2,2,165000.0,96.5,,,3,,,,,,360,,,2,2,2,2,175000.0,2,1,1,1,1,,55,>60%,2,9,2,,,,,2,,,,,2,2,1,5.0,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,2,1.0,,,5075,29.64,61200,116,1310,1908,36
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,275000.0,97.0,,,3,,,,,,360,,,2,2,2,2,275000,1,1,3,5,1,,70,42,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,7,,,,5075,29.64,61200,116,1310,1908,36
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,105000.0,100.0,,,3,,,,,,360,,,2,2,2,2,115000,1,1,3,5,1,,58,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,3,,,,7936,19.09,61200,127,2029,3166,28
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,75000.0,96.5,,,3,,,,,,360,,,2,2,2,2,75000.0,1,1,3,5,1,,23,40,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,,1,1,1,,,,,1,,,,6431,52.53,61200,72,1191,1962,38
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000402,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,3,0,2,3,1,1,2,2,2,255000.0,100.0,,,3,,,,,,360,,,2,2,2,2,245000.0,1,1,3,5,1,,151,<20%,3,9,2,,,,,1,12.0,,,,2,2,3,,,,,5,,,,,2,2,1,2,1,1,35-44,35-44,No,No,1,1,1,,,,,4,,,,4511,45.91,61200,120,925,1512,37
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,2,1,1,2,2,2,55000.0,96.5,,,3,,,,,,360,,,2,2,2,2,65000,1,1,3,5,1,,23,30%-<36%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,3,,,,4366,49.93,61200,68,589,1715,56
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002004,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,95000.0,100.0,,,3,,,,,,360,,,2,2,2,2,95000,1,1,3,5,1,,58,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,1,4,65-74,9999,Yes,,1,1,1,,,,,3,,,,4083,39.14,61200,109,953,1546,34
2018,549300WTZMQSET2VY242,30020,OK,40031,40031001901,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,3,1,1,2,2,2,95000.0,100.0,,,3,,,,,,360,,,2,2,2,2,95000,1,1,3,5,1,,63,20%-<30%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,6,,,,,7,,,,1857,46.74,61200,86,483,760,42
2018,549300WTZMQSET2VY242,30020,OK,40031,40031000401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,3,0,2,1,1,1,2,2,2,85000.0,80.0,,,3,,,,,,360,,,2,2,2,2,105000,1,1,3,5,1,,49,<20%,2,10,2,,,,,5,,,,,2,4,1,5.0,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,7,,,,6431,52.53,61200,72,1191,1962,38
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,255000.0,95.0,,,3,,,,,,360,,,2,2,2,2,265000,1,1,3,5,1,,92,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,7,,,,5805,26.2,61200,147,1664,2198,22
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,175000.0,100.0,,,3,,,,,,360,,,2,2,2,2,175000,1,1,3,5,1,,66,20%-<30%,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,2,,,,7936,19.09,61200,127,2029,3166,28
2018,549300WTZMQSET2VY242,30020,OK,40031,40031002100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,135000.0,95.0,,,3,,,,,,360,,,2,2,2,2,135000.0,1,1,3,5,1,,127,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,1,,,,,4,,,,7936,19.09,61200,127,2029,3166,28
2018,549300WTZMQSET2VY242,46140,OK,40037,40037020707,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,75000.0,95.374,,,3,,,,,,360,,,2,2,2,2,75000.0,2,1,1,1,1,,37,41,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,3,,,,,7,,,,1884,20.44,65800,101,606,811,23
2018,549300WTZMQSET2VY242,46140,OK,40037,40037020601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,105000.0,96.5,,,3,,,,,,360,,,2,2,2,2,105000.0,1,1,3,5,1,,53,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,4,,,,6329,21.93,65800,79,1564,2269,31
