activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,549300WTZMQSET2VY242,36420,OK,40109,40109108109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,2,185000.0,69.219,2.875,0.613,2,3545.25,,1729.25,698.25,29.54,240,,,2,2,2,2,265000.0,1,1,3,5,1,,60,39,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,5714,15.94,73100,158,1896,2035,35
2021,549300WTZMQSET2VY242,46140,OK,40117,40117957200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,95000.0,96.5,2.75,1.198,2,5497.31,,1090.0,,,360,,,2,2,2,2,95000.0,1,1,3,5,1,,59,50%-60%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,4291,17.53,73000,99,1458,1994,36
2021,549300WTZMQSET2VY242,46140,OK,40131,40131050602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,195000.0,96.5,2.75,1.059,2,6797.83,,1090.0,,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,66,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,3,,,,,10,,,,3348,27.39,73000,129,1005,1181,17
2021,549300WTZMQSET2VY242,46140,OK,40143,40143001700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,135000.0,96.5,2.75,1.136,2,5319.97,,1225.5,,203.75,360,,,2,2,2,2,135000.0,1,1,3,5,1,,43,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,3,,,,,10,,,,2606,31.77,73000,84,692,1239,66
2021,549300WTZMQSET2VY242,46140,OK,40143,40143007630,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,145000.0,82.229,2.875,0.207,2,3906.75,,1449.75,359.75,3.9,360,,,2,2,2,2,175000.0,1,1,3,5,1,,90,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4718,29.38,73000,135,1357,1626,24
2021,549300WTZMQSET2VY242,46140,OK,40143,40143009402,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,365000.0,100.0,2.75,0.089,2,3536.0,,1090.0,,,360,,,2,2,2,2,365000.0,1,1,3,5,1,,94,46,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,1,,,,,10,,,,5257,15.73,73000,106,1689,2189,30
2021,549300WTZMQSET2VY242,46140,OK,40143,40143007802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,71,2,1,31,1,2,2,2,225000.0,62.528,3.5,0.332,2,3298.0,,1090.0,,,360,,,2,2,2,2,355000.0,1,1,3,5,1,,68,41,9,3,2,,,,,2,,,,,2,2,5,,,,,1,5.0,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5774,22.31,73000,122,1671,2117,21
2021,549300WTZMQSET2VY242,46140,OK,40143,40143005808,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,305000.0,77.468,2.875,0.733,2,4521.36,,1472.5,382.5,3064.0,180,,,2,2,2,2,395000.0,1,1,3,5,1,,361,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3115,28.67,73000,144,977,1145,23
2021,549300WTZMQSET2VY242,46140,OK,40143,40143009402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,305000.0,80.0,3.25,0.223,2,5662.0,,3294.0,1900.0,1900.0,360,,,2,2,2,2,385000.0,1,1,3,5,1,,75,43,2,10,1,11.0,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,5257,15.73,73000,106,1689,2189,30
2021,549300WTZMQSET2VY242,46140,OK,40143,40143007522,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,215000.0,85.0,3.25,0.537,2,3855.0,,1090.0,,,360,,,2,2,2,2,255000.0,1,1,3,5,2,,207,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,,1,1,1,,,,,10,,,,2042,23.21,73000,112,546,676,28
2021,549300WTZMQSET2VY242,46140,OK,40145,40145030512,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,185000.0,95.0,3.0,0.467,2,4456.0,,2021.0,931.0,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,81,46,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4261,22.2,73000,125,1253,1440,18
